question,document
Which encoding approach should I use for categorical columns in classification problems?,6be83091d9
"Why am I getting `TypeError: 'numpy.float64' object is not callable` when I run `accuracy_score(y_val, y_pred >= 0.5)` in Jupyter?",5686aea16e
Is there a reason `accuracy_score` sometimes breaks after I import it from sklearn and use it in my notebook?,5686aea16e
What is the safer way to call sklearn accuracy in a Jupyter notebook if `accuracy_score(...)` gives a callable error?,5686aea16e
Could this error happen because I accidentally overwrote `accuracy_score` with a variable in my notebook?,5686aea16e
"Why does `metrics.accuracy_score(y_train, y_pred >= 0.5)` work even when `accuracy_score(y_val, y_pred >= 0.5)` fails?",5686aea16e
"In LogisticRegression, what exactly do .decision_function() and .predict_proba() return, and how are they different?",28f7297895
Why does .decision_function() give raw scores instead of probabilities in scikit-learn?,28f7297895
How does .predict_proba() turn the model output into values between 0 and 1?,28f7297895
"When I use a trained logistic regression model, which method gives the linear combination of features and weights?",28f7297895
What’s the relation between the output of .decision_function() and the probabilities from .predict_proba()?,28f7297895
Why do I get a KeyError when I try to drop a feature after one-hot encoding it?,1fe12ec81c
"After one-hot encoding, why is the original column name missing when I call drop()?",1fe12ec81c
How should I remove a categorical feature if it was expanded into several one-hot columns?,1fe12ec81c
Why does dropping the old feature name fail once it has been turned into dummy variables?,1fe12ec81c
"In my dataset, a column like marital became several columns — how do I drop all of them correctly?",1fe12ec81c
Why am I getting 'object has no attribute get_feature_names' with DictVectorizer in scikit-learn 1.0+?,92d84c1a65
What should I use instead of get_feature_names() in DictVectorizer now?,92d84c1a65
How do I list the feature names from a DictVectorizer in newer sklearn versions?,92d84c1a65
Is get_feature_names_out() the replacement for DictVectorizer.get_feature_names()?,92d84c1a65
My code breaks with get_feature_names on DictVectorizer — what is the new method?,92d84c1a65
Why do I get `TypeError: unsupported operand type(s) for /: 'str' and 'int'` when I use `corrwith` on the churn data?,babaec2a7d
"I thought my column was numeric, but pandas treats it like an object/string — how can I check and fix that before running correlations?",babaec2a7d
"In the churn dataset, why does `totalcharges` break correlation calculations, and what should I do about the blank values?",babaec2a7d
How do I convert `totalcharges` to a real numeric column if it has spaces instead of missing values?,babaec2a7d
"Do I also need to change the `churn` column before calculating correlations, and if so, how?",babaec2a7d
"Why do I get an AttributeError for `TotalCharges` after I rerun the notebook cell, and how do I fix it?",e8177805be
"I lowercased my dataframe columns once, but on the second run `TotalCharges` disappears — what’s going on?",e8177805be
"After running the same data-prep cell again, my code can’t find `TotalCharges`; should I reload the dataframe or change the rename step?",e8177805be
How can I avoid breaking my dataframe when I convert column names to lowercase and rerun the cell later?,e8177805be
"My column was `TotalCharges` before, but now the code only sees `totalcharges` — is that because the rename ran twice?",e8177805be
How do I load bank-full.csv in pandas when all the data stays in one column?,61ea97f62e
Why isn't pandas splitting the bank-full.csv file into separate columns?,61ea97f62e
What separator should I use for the bank dataset CSV file?,61ea97f62e
How can I read bank-full.csv correctly with pd.read_csv?,61ea97f62e
Is the bank-full.csv file comma-separated or does it use something else?,61ea97f62e
"Why do I keep getting a ConvergenceWarning with LogisticRegression and lbfgs, and what should I change so it actually fits properly?",6c86147699
"Is 100 iterations the default for LogisticRegression, and should I just bump max_iter to 1000 when lbfgs fails to converge?",6c86147699
Do I need to scale my input features before using LogisticRegression to avoid the convergence warning?,6c86147699
"Can I hide the ConvergenceWarning in sklearn without changing the model, and what's the right way to do that?",6c86147699
Why didn’t this warning show up in the older course videos but appears now on my setup with newer Python and scikit-learn?,6c86147699
"For the correlation matrix in Q2, should I use only df_train or also df_train_full?",71f360d8eb
"When converting median_house_value to binary, is it okay to compute it on df_train_full, or does it need to be just df_train?",71f360d8eb
The homework mentions the train dataset for the correlation matrix — does that mean validation data should be excluded completely?,71f360d8eb
Why are we not supposed to use df_train_full for the correlation check in this question?,71f360d8eb
"If df_train_full includes validation rows, does that mean I should stick to df_train for the entire Q2 analysis?",71f360d8eb
"In homework Q5 about feature elimination, do we compare the accuracy changes by their signed value or by how big they are overall?",16711f1a2f
"When checking which feature removal gives the smallest accuracy change, should I use absolute difference or just pick the most negative number?",16711f1a2f
"If a model's accuracy goes up after dropping a feature, how should I interpret that in the feature elimination question?",16711f1a2f
"For the feature elimination task, is the 'smallest difference' the same as the 'lowest difference' in accuracy?",16711f1a2f
How do we decide which feature has the least impact on accuracy in Module 3 homework Q5?,16711f1a2f
How do I pick the best alpha in Q6 for this homework?,cbd581f803
What should I do when several alpha values give the same RMSE?,cbd581f803
Is the rule to choose the smallest alpha if the RMSE is tied?,cbd581f803
Do I need to compare RMSE for every alpha before deciding?,cbd581f803
"For the alpha selection question, how can I break a tie between models?",cbd581f803
"For Q5, should I train the model using only total_rooms, total_bedrooms, population, and households, or start with all features first?",4b0519f085
"When checking which feature affects accuracy the least, do I remove just one feature at a time and retrain the model each time?",4b0519f085
